"game_id","name","max_players","playtime","min_age","min_players","age_of_game","users_rated","rating","CardGame","Wargame","Fantasy","Fighting","Economic","Science.Fiction","Dice","Party.Game","AbstractStrategy","Childrens.Game","WorldWarII","Bluffing","Humor","Animals","Adventure","Medieval","Action.Dexterity","Deduction","Movies.TV.Radiotheme","Miniatures"
174518,"Ylandyss",4,90,15,2,7,135,7.57222,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
174524,"Saloon Tycoon",4,60,12,2,6,383,7.39034,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
174570,"Legendary Encounters: A Predator Deck Building Game",5,45,17,1,7,1416,7.68291,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
174584,"Orcs Must Die! The Board Game: Order Edition",8,150,14,1,6,91,7.08242,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
174611,"Ion: A Compound Building Game",7,40,8,2,7,144,6.61007,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
174614,"Apotheca",4,0,13,1,6,596,7.03366,"No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No"
174646,"Orcs Must Die! The Board Game: Unchained Edition",8,150,14,1,6,52,6.99885,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
174660,"New York 1901",4,60,8,2,7,3116,7.00862,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
174744,"Mogul",5,45,13,3,7,380,6.92827,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
174785,"Mare Nostrum: Empires",5,120,14,3,6,1613,7.7934,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
174802,"VENOM Assault",5,120,13,1,6,66,7.69697,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
174852,"Pandánte (Second Edition)",6,0,13,2,7,88,7.82557,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
174893,"TROLL",5,30,8,3,7,173,6.53988,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
174926,"Wizards of the Wild: Deluxe Edition",4,0,10,2,7,103,6.93022,"Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
174973,"Boss Monster 2: The Next Level",4,30,13,2,7,1389,6.86057,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
174988,"4 en Letras",16,15,5,1,8,58,6.33276,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
174990,"Builders of Blankenburg",5,90,13,2,6,82,7.57866,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
174991,"JunKing",6,60,7,2,7,95,6.71474,"Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
175088,"Pharaoh's Gulo Gulo",6,0,7,2,7,168,6.94869,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
175090,"Game of Crowns",9,45,14,4,7,72,4.93667,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175095,"Dawn of the Zeds (Third edition)",4,180,13,1,6,381,8.41381,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175117,"Celestia",6,30,8,2,7,2781,7.13322,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
175121,"Adventure Time Card Wars: Ice King vs. Marceline",2,30,10,2,7,66,6.61591,"Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No"
175150,"Casting",8,40,14,4,7,58,6.34069,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No"
175155,"Forbidden Stars",4,180,14,2,7,3764,8.06745,"No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes"
175177,"Ogre: Objective 218",2,30,0,2,6,64,6.83359,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175199,"Mottainai",5,30,13,2,7,2009,7.08542,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175209,"Darkness Comes Rattling",6,120,0,2,7,70,6.83714,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175221,"Orphan Black: The Card Game",6,30,12,3,7,51,6.37549,"Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No"
175222,"Lost Legacy: Third Chronicle – Sacred Grail & Staff of Dragons",6,0,14,2,7,247,6.95502,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
175223,"Valley of the Kings: Afterlife",4,45,14,1,7,865,7.48534,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175224,"Rumpelstiltskin",2,10,14,2,7,147,5.90816,"Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
175239,"Machi Koro: Deluxe Edition",5,30,10,2,7,1467,7.22,"Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
175265,"Piñata Party",4,30,8,2,7,53,6.49434,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175293,"Trambahn",2,45,8,2,7,1047,7.12493,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175307,"Adventure Time Love Letter",4,0,10,2,7,893,7.37389,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
175334,"The Undercity: An Iron Kingdoms Adventure Board Game",4,120,14,2,7,199,7.34302,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes"
175360,"W1815",2,20,14,2,7,347,7.58876,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175458,"Bad Beets",5,15,8,2,7,218,5.91023,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
175495,"Titan Race",6,30,8,2,7,313,6.38844,"No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
175510,"Soulfall",4,45,0,2,7,174,6.52425,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175512,"A Chaotic Life!",4,0,10,2,7,122,3.20615,"Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
175516,"MoonQuake Escape",6,60,10,2,6,54,7.0463,"Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
175541,"Cuisine a la Card",4,45,13,2,6,104,7.15404,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175549,"Salem",12,35,12,4,7,387,7.02724,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
175592,"The Village Crone",6,90,13,1,7,207,6.04299,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175621,"Epic Card Game",4,40,13,2,7,2660,6.63256,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175626,"Street Kings",6,120,8,2,6,75,7.5488,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175634,"Get The Cheese!",5,15,8,3,7,89,6.00562,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
175640,"Vinhos Deluxe Edition",4,135,14,1,6,796,8.47733,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175695,"Minerva",4,90,10,1,7,186,7.12892,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175707,"Apex Theropod Deck-Building Game: Exotic Predators",8,290,12,1,8,88,7.45114,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
175739,"Disney Pictopia",6,60,7,2,8,62,5.92339,"No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No"
175742,"Alien Wars",6,10,6,2,7,76,5.85737,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
175755,"The Lord of the Rings: Journey to Mordor",4,20,8,2,7,225,6.01093,"No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
175763,"Behind the Throne",4,30,8,2,6,119,6.59244,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
175846,"Deck Building: The Deck Building Game",2,20,13,2,7,259,5.66348,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175848,"Unpub: The Unpublished Card Game",8,30,13,3,7,52,6.00192,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
175855,"Epic Roll",3,20,14,2,7,51,6.03333,"No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
175861,"Meow",9,5,8,2,7,116,4.75733,"Yes","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No"
175867,"[microfilms]",6,30,12,2,7,77,6.13974,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
175878,"504",4,120,12,2,7,1048,6.55181,"No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No"
175914,"Food Chain Magnate",5,240,14,2,7,4965,8.28208,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
175961,"Three Cheers for Master",6,40,13,2,7,317,6.51792,"Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
175989,"Pillars of Eternity: Lords of the Eastern Reach",4,120,13,1,6,160,7.00688,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176013,"¡Abordaje!",2,25,10,2,7,83,6.74699,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176083,"Hit Z Road",4,60,12,1,6,1094,6.88401,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176103,"Shogun Big Box",5,150,12,3,7,106,8.02802,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176146,"The Lamps Are Going Out",4,240,12,2,6,127,7.71826,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176165,"Dale of Merchants",4,40,10,2,7,1116,7.37409,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
176189,"Zombicide: Black Plague",6,180,10,1,7,4545,7.97598,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes"
176215,"Odyssey: Wrath of Poseidon",5,30,13,2,7,120,6.26125,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
176229,"Tides of Time",2,20,8,2,7,4069,6.84761,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176262,"Fleet Wharfside",4,30,13,2,7,306,7.10302,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
176286,"A.D.A.P.T.",3,40,7,2,6,67,6.06418,"Yes","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
176334,"Guns & Steel",4,70,12,2,7,394,6.58094,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176361,"One Night Revolution",10,15,14,3,7,1057,6.31912,"Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
176371,"Explorers of the North Sea",4,60,12,1,6,348,7.52032,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
176396,"Quadropolis",4,60,8,2,6,5096,7.48946,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176433,"Zombies vs Cheerleaders",2,30,10,2,7,68,6.24441,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176435,"Thrash'n Roll",4,90,12,2,7,219,7.00628,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176458,"Rights",5,20,9,3,7,125,6.26624,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176484,"Council of Verona (second edition)",5,20,13,2,7,135,6.91052,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
176494,"Isle of Skye: From Chieftain to King",5,50,8,2,7,8305,7.52265,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176502,"Awesome Kingdom: The Tower of Hateskull",4,45,12,2,7,93,5.93624,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176524,"Hoplomachus: Origins",2,30,12,1,7,131,8.11412,"No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
176530,"Xenon Profiteer",4,30,10,2,7,476,7.35349,"Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176544,"Automania",4,90,12,2,7,1129,7.47712,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176558,"Mafia de Cuba",12,20,10,6,7,1802,6.69778,"No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
176564,"Scoundrel Society",5,45,14,2,7,137,6.80183,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
176565,"Ninja Camp",4,30,14,2,6,584,7.02183,"Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
176589,"Cat Box",5,30,6,2,7,191,6.40262,"Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No"
176596,"The Great Battles of Alexander: Macedonian Art of War",4,0,0,1,8,65,8.46003,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176601,"Dead of Winter: Tabletop Edition",5,0,0,2,7,73,8.35082,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176606,"Rattle, Battle, Grab the Loot",5,60,8,2,7,506,6.46283,"No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
176734,"The Manhattan Project: Energy Empire",5,120,13,1,6,1361,8.0173,"No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
176803,"Overseers",6,45,12,3,7,384,7.07471,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
176816,"The Little Prince: Rising to the Stars",6,30,6,2,7,197,6.17107,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No"
176817,"Assassinorum: Execution Force",4,0,12,1,7,230,6.73804,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
176872,"Sun, Moon, & Stars",4,15,8,2,6,63,5.94587,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
176887,"Perspective",4,15,0,1,6,81,6.38852,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
176920,"Mission: Red Planet (Second Edition)",6,90,14,2,7,4108,7.66423,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
176960,"Wok on Fire",4,20,7,2,7,79,6.6038,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
176963,"Dadaocheng",4,45,10,1,7,130,6.92654,"No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
176980,"Helionox: The Last Sunset",4,60,13,1,7,172,7.25466,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177048,"Barking Up The Wrong Tree",5,30,14,2,7,56,6.02768,"Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
177079,"Die Legenden von Andor: Chada & Thorn",2,45,10,2,7,421,6.96825,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177080,"Lord of the Dead",3,30,0,1,7,60,6.05,"No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177147,"Survive: Space Attack!",4,60,8,2,7,278,7.27306,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177160,"Frontier Stations",6,30,13,3,7,84,6.69345,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177197,"Ekö",4,60,8,2,7,337,7.2081,"No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No"
177210,"Eight Epics",8,60,10,1,7,219,6.25198,"No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
177249,"The Manhattan Project: Chain Reaction",5,40,12,1,6,894,6.75495,"Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
177352,"Carson City: Big Box",6,180,12,2,7,783,8.1759,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177354,"Frostgrave",8,120,12,2,7,269,8.10539,"No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
177478,"IKI",4,90,14,2,7,536,7.61396,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
177490,"Samara",5,50,10,2,7,281,6.38149,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
177499,"WWE Superstar Showdown",6,120,8,2,7,338,6.79828,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
177513,"Strife: Shadows and Steam",2,60,13,2,6,66,6.9653,"Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177524,"Ice Cool",4,0,6,2,6,1588,6.98023,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No"
177541,"Terrible Monster",2,10,10,2,7,108,6.74398,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177542,"Shuffle Heroes",2,30,10,2,7,102,6.83059,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177590,"13 Days: The Cuban Missile Crisis",2,45,10,2,6,1028,7.72326,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
177619,"Terminator Genisys: The Miniatures Game – The War Against The Machine",2,60,0,2,7,55,7.18182,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes"
177639,"Raptor",2,25,9,2,7,2330,7.52505,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
177678,"Signorie",4,120,12,2,7,1325,7.5734,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
177697,"Bang! The Dice Game: The Walking Dead",8,30,8,3,7,167,6.81886,"No","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No"
177698,"Karnivore Koala",6,30,12,2,7,155,5.92323,"Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No"
177702,"Warehouse 51",5,45,10,3,7,264,6.34848,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177725,"They Come Unseen",5,180,0,2,7,110,6.861,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177727,"Haleakala",2,40,12,2,7,286,6.8636,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177736,"A Feast for Odin",4,120,12,1,6,3691,8.2979,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
177802,"Smash Up: It's Your Fault!",2,60,14,2,6,789,7.80979,"Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No"
177815,"Burger Boss",5,90,8,3,7,108,6.59575,"No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No"
177843,"Mix It",6,15,5,2,7,94,6.19681,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
177857,"Achaia",5,90,14,2,7,147,6.67381,"No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
177875,"The Last Spike",6,60,10,2,7,284,6.89278,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177877,"SiXeS",8,45,12,3,6,66,7.23712,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
177927,"Res Publica: 2230AD",5,60,10,3,7,88,6.30114,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
177939,"Marvel Dice Masters: The Amazing Spider-Man",2,60,14,2,7,353,7.71473,"No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
177965,"Rush & Bash",6,30,7,2,7,346,6.90856,"No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
177976,"Cunning Folk",4,10,8,2,7,66,6.51818,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No"
178007,"Apocalypse Chaos",4,60,13,1,7,177,6.87548,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178044,"Small Star Empires",4,30,13,2,6,176,7.3358,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178051,"SCAPE",14,20,8,3,7,156,6.12231,"Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No"
178054,"A Study in Emerald (second edition)",5,60,13,2,7,1285,7.12258,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178134,"London Dread",4,90,14,2,6,453,7.15369,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178147,"Gwent: Monsters and Scoia'tael",2,30,0,2,7,252,6.64921,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178153,"100 Swords: The Red Dragon's Dungeon",2,25,13,1,6,162,6.76437,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178154,"One Hit Kill",3,0,8,2,7,83,6.18301,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178166,"No Time For Heroes",4,45,8,1,6,68,7.26353,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178209,"Adventure Time Fluxx",6,30,8,2,7,213,6.43451,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
178210,"Batman Fluxx",6,30,8,2,7,516,6.41919,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
178335,"Biergarten",5,20,12,2,6,69,6.49348,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178336,"World's Fair 1893",4,45,10,2,6,1422,7.38772,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178349,"Empires at Sea",5,130,14,2,6,76,7.10592,"No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
178361,"Waka Tanka",6,30,8,3,6,91,6.35593,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No"
178450,"Side Quest",4,120,8,1,6,124,6.42339,"Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
178550,"Spheres of Influence: Struggle for Global Supremacy",8,90,14,2,6,196,7.9676,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178570,"Unusual Suspects",18,30,13,3,7,1089,6.6764,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
178571,"Escape: The Curse of the Temple – Big Box: Kickstarter Edition",6,10,8,1,8,87,7.93103,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
178591,"Lunarchitects",5,60,13,1,6,222,7.57653,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178613,"Star Trek: Five-Year Mission",7,45,10,3,7,714,6.45113,"No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
178754,"Z War One: Damnation",5,120,15,1,6,58,8.625,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178835,"Bruti",4,50,14,2,7,216,7.2625,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
178839,"Foodfighters",2,30,8,2,7,97,6.78577,"No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No"
178892,"Vs System 2PCG: The Marvel Battles",4,60,12,2,7,347,7.23893,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
178896,"Last Blitzkrieg",4,960,13,2,6,76,8.80263,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No"
178900,"Codenames",8,15,14,2,7,29622,7.90348,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
178939,"Dalek Dice",99,0,0,2,6,82,6.19463,"No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No"
178940,"Push It",4,0,7,2,7,149,7.26114,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No"
178944,"BATTALIA: The Creation",4,180,13,2,7,517,7.90137,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes"
178958,"The Lords of Rock",5,45,8,2,6,76,7.06579,"Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No"
179182,"Dojo Kun",4,90,13,1,7,421,7.28774,"No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No"
179217,"Wonky",99,0,8,2,7,140,6.65071,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
179259,"Garbage Day!",5,30,10,2,6,290,6.25163,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
179275,"One Deck Dungeon",2,45,14,1,6,927,7.57374,"Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
